"","City","SKU_Cookware","SKU_Crockery","SKU_Electronics","SKU_Farm Fresh","SKU_Fashion","SKU_Food Services","SKU_Healthcare","SKU_Home Essentials","SKU_Home Fashion","SKU_Plastics","SKU_Processed Food","SKU_Shoes","SKU_Sports","SKU_Staples","SKU_Stationery","SKU_Toys","SKU_Trolley Bags","SKU_Utensils","SKU_Wellness","Sale","City.Type","LiteracyRate","Population","AvgCPI","Area.km2."
"1","Asansol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2795247.57021277,"Town",83.3,563917,143.6,49
"2","Asansol",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2487419.35744681,"Town",83.3,563917,143.6,49
"3","Asansol",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2800423.50212766,"Town",83.3,563917,143.6,49
"4","Asansol",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5259208.10212766,"Town",83.3,563917,143.6,49
"5","Asansol",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2749654.63404255,"Town",83.3,563917,143.6,49
"6","Asansol",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37155072.9276596,"Town",83.3,563917,143.6,49
"7","Asansol",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,181471.114893617,"Town",83.3,563917,143.6,49
"8","Asansol",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29649.7489361702,"Town",83.3,563917,143.6,49
"9","Asansol",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14808,"Town",83.3,563917,143.6,49
"10","Asansol",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4286111.21702128,"Town",83.3,563917,143.6,49
"11","Asansol",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29394050.1021277,"Town",83.3,563917,143.6,49
"12","Asansol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4495174.47659575,"Town",83.3,563917,143.6,49
"13","Asansol",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5192360.4,"Town",83.3,563917,143.6,49
"14","Asansol",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28621607.8042553,"Town",83.3,563917,143.6,49
"15","Asansol",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,383632.365957447,"Town",83.3,563917,143.6,49
"16","Asansol",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26036011.8340426,"Town",83.3,563917,143.6,49
"17","Asansol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9768392.25106383,"Town",83.3,563917,143.6,49
"18","Asansol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2189530.43404255,"Town",83.3,563917,143.6,49
"19","Asansol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4791059.79148936,"Town",83.3,563917,143.6,49
"20","Bhagalpur",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1234,"Town",79.26,400146,144,342
"21","Bhagalpur",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1234,"Town",79.26,400146,144,342
"22","Bhagalpur",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32400422.6638298,"Town",79.26,400146,144,342
"23","Bhagalpur",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,593050.136170213,"Town",79.26,400146,144,342
"24","Bhagalpur",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11124.7234042553,"Town",79.26,400146,144,342
"25","Bhagalpur",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2313605.18723404,"Town",79.26,400146,144,342
"26","Bhagalpur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26477.3617021277,"Town",79.26,400146,144,342
"27","Bhagalpur",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2468,"Town",79.26,400146,144,342
"28","Bhagalpur",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2472.34042553191,"Town",79.26,400146,144,342
"29","Bhagalpur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,183050.506382979,"Town",79.26,400146,144,342
"30","Bhagalpur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8638,"Town",79.26,400146,144,342
"31","Bhagalpur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3702,"Town",79.26,400146,144,342
"32","Bhubaneshwar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3510542.27659574,"City",91.87,843402,144.5,135
"33","Bhubaneshwar",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6911649.73191489,"City",91.87,843402,144.5,135
"34","Bhubaneshwar",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10964260.5148936,"City",91.87,843402,144.5,135
"35","Bhubaneshwar",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7074638.99574468,"City",91.87,843402,144.5,135
"36","Bhubaneshwar",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1123880.3787234,"City",91.87,843402,144.5,135
"37","Bhubaneshwar",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199716680.595745,"City",91.87,843402,144.5,135
"38","Bhubaneshwar",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2635829.28510638,"City",91.87,843402,144.5,135
"39","Bhubaneshwar",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7740744.75744681,"City",91.87,843402,144.5,135
"40","Bhubaneshwar",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5655842.72340426,"City",91.87,843402,144.5,135
"41","Bhubaneshwar",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23160038.3191489,"City",91.87,843402,144.5,135
"42","Bhubaneshwar",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,96217517.319149,"City",91.87,843402,144.5,135
"43","Bhubaneshwar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20021579.0340426,"City",91.87,843402,144.5,135
"44","Bhubaneshwar",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21648148.8978723,"City",91.87,843402,144.5,135
"45","Bhubaneshwar",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,85817238.8170213,"City",91.87,843402,144.5,135
"46","Bhubaneshwar",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1411944.28085106,"City",91.87,843402,144.5,135
"47","Bhubaneshwar",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,65223728.4808511,"City",91.87,843402,144.5,135
"48","Bhubaneshwar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24066656.7106383,"City",91.87,843402,144.5,135
"49","Bhubaneshwar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8129330.16595744,"City",91.87,843402,144.5,135
"50","Bhubaneshwar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14640275.5106383,"City",91.87,843402,144.5,135
"51","Bilaspur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,388633.017021277,"Town",88.13,331030,141.6,345.8
"52","Bilaspur",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1281239.95744681,"Town",88.13,331030,141.6,345.8
"53","Bilaspur",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500587.62978723,"Town",88.13,331030,141.6,345.8
"54","Bilaspur",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4173297.76595745,"Town",88.13,331030,141.6,345.8
"55","Bilaspur",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247961.689361702,"Town",88.13,331030,141.6,345.8
"56","Bilaspur",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30317269.6382979,"Town",88.13,331030,141.6,345.8
"57","Bilaspur",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,233372.012765957,"Town",88.13,331030,141.6,345.8
"58","Bilaspur",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1063127.61276596,"Town",88.13,331030,141.6,345.8
"59","Bilaspur",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1505429.05957447,"Town",88.13,331030,141.6,345.8
"60","Bilaspur",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3176552.02553192,"Town",88.13,331030,141.6,345.8
"61","Bilaspur",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17543805.7191489,"Town",88.13,331030,141.6,345.8
"62","Bilaspur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2380004.62978723,"Town",88.13,331030,141.6,345.8
"63","Bilaspur",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3724322.27234043,"Town",88.13,331030,141.6,345.8
"64","Bilaspur",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14026340.0212766,"Town",88.13,331030,141.6,345.8
"65","Bilaspur",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,325211.242553191,"Town",88.13,331030,141.6,345.8
"66","Bilaspur",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13886973.5617021,"Town",88.13,331030,141.6,345.8
"67","Bilaspur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2124750.91914894,"Town",88.13,331030,141.6,345.8
"68","Bilaspur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1417239.29361702,"Town",88.13,331030,141.6,345.8
"69","Bilaspur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2398757.99574468,"Town",88.13,331030,141.6,345.8
"70","Burdwan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2276430.09787234,"Town",88.31,314265,143.6,59
"71","Burdwan",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2372522.01276596,"Town",88.31,314265,143.6,59
"72","Burdwan",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2916523.54468085,"Town",88.31,314265,143.6,59
"73","Burdwan",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5574540.3106383,"Town",88.31,314265,143.6,59
"74","Burdwan",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2117807.78723404,"Town",88.31,314265,143.6,59
"75","Burdwan",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33393354.1361702,"Town",88.31,314265,143.6,59
"76","Burdwan",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22400.3957446809,"Town",88.31,314265,143.6,59
"77","Burdwan",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,175727.455319149,"Town",88.31,314265,143.6,59
"78","Burdwan",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7437.6170212766,"Town",88.31,314265,143.6,59
"79","Burdwan",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3276933.97021276,"Town",88.31,314265,143.6,59
"80","Burdwan",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20441850.1744681,"Town",88.31,314265,143.6,59
"81","Burdwan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3556570.73617021,"Town",88.31,314265,143.6,59
"82","Burdwan",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3995496.7787234,"Town",88.31,314265,143.6,59
"83","Burdwan",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19588367.9148936,"Town",88.31,314265,143.6,59
"84","Burdwan",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,302110.306382979,"Town",88.31,314265,143.6,59
"85","Burdwan",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14166456.2893617,"Town",88.31,314265,143.6,59
"86","Burdwan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19706998.5319149,"Town",88.31,314265,143.6,59
"87","Burdwan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2066979.33617021,"Town",88.31,314265,143.6,59
"88","Burdwan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3797518.54042553,"Town",88.31,314265,143.6,59
"89","Cuttack",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,480547.70212766,"Town",91,610189,144.5,398
"90","Cuttack",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2034576.32340426,"Town",91,610189,144.5,398
"91","Cuttack",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2798322.64255319,"Town",91,610189,144.5,398
"92","Cuttack",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5517266.10638298,"Town",91,610189,144.5,398
"93","Cuttack",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303929.161702128,"Town",91,610189,144.5,398
"94","Cuttack",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36881707.6425532,"Town",91,610189,144.5,398
"95","Cuttack",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,810208.719148936,"Town",91,610189,144.5,398
"96","Cuttack",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1197917.49787234,"Town",91,610189,144.5,398
"97","Cuttack",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1526326.02553192,"Town",91,610189,144.5,398
"98","Cuttack",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5304414.33617021,"Town",91,610189,144.5,398
"99","Cuttack",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26176664.5106383,"Town",91,610189,144.5,398
"100","Cuttack",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4784038.32340425,"Town",91,610189,144.5,398
"101","Cuttack",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5227638.55744681,"Town",91,610189,144.5,398
"102","Cuttack",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23752021.706383,"Town",91,610189,144.5,398
"103","Cuttack",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,387858.008510638,"Town",91,610189,144.5,398
"104","Cuttack",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19244155.1021277,"Town",91,610189,144.5,398
"105","Cuttack",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1981541.03829787,"Town",91,610189,144.5,398
"106","Cuttack",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2281462.20851064,"Town",91,610189,144.5,398
"107","Cuttack",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4086802.75319149,"Town",91,610189,144.5,398
"108","Darjeeling",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,153868.591489362,"Town",93.85,118805,143.6,10.57
"109","Darjeeling",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001375.89361702,"Town",93.85,118805,143.6,10.57
"110","Darjeeling",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1542496.23829787,"Town",93.85,118805,143.6,10.57
"111","Darjeeling",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2216824.35319149,"Town",93.85,118805,143.6,10.57
"112","Darjeeling",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17896912.093617,"Town",93.85,118805,143.6,10.57
"113","Darjeeling",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,207511.063829787,"Town",93.85,118805,143.6,10.57
"114","Darjeeling",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,235734.868085106,"Town",93.85,118805,143.6,10.57
"115","Darjeeling",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8132.55319148936,"Town",93.85,118805,143.6,10.57
"116","Darjeeling",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2170208.8,"Town",93.85,118805,143.6,10.57
"117","Darjeeling",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9080292.34042553,"Town",93.85,118805,143.6,10.57
"118","Darjeeling",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1527941.80425532,"Town",93.85,118805,143.6,10.57
"119","Darjeeling",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3494301.64255319,"Town",93.85,118805,143.6,10.57
"120","Darjeeling",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8563359.72340426,"Town",93.85,118805,143.6,10.57
"121","Darjeeling",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,347130.536170213,"Town",93.85,118805,143.6,10.57
"122","Darjeeling",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9563348.48510638,"Town",93.85,118805,143.6,10.57
"123","Darjeeling",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1722592.38723404,"Town",93.85,118805,143.6,10.57
"124","Darjeeling",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2050861.14468085,"Town",93.85,118805,143.6,10.57
"125","Darjeeling",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2108162.01276596,"Town",93.85,118805,143.6,10.57
"126","Deoghar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,179855.25106383,"Town",85.68,203123,142.2,337
"127","Deoghar",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1811486.73617021,"Town",85.68,203123,142.2,337
"128","Deoghar",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1702889.46808511,"Town",85.68,203123,142.2,337
"129","Deoghar",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3685102.0893617,"Town",85.68,203123,142.2,337
"130","Deoghar",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333188.178723404,"Town",85.68,203123,142.2,337
"131","Deoghar",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24417492.3106383,"Town",85.68,203123,142.2,337
"132","Deoghar",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15532.3021276596,"Town",85.68,203123,142.2,337
"133","Deoghar",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,883200.068085107,"Town",85.68,203123,142.2,337
"134","Deoghar",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,193751.995744681,"Town",85.68,203123,142.2,337
"135","Deoghar",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3342223.93191489,"Town",85.68,203123,142.2,337
"136","Deoghar",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19294323.4085106,"Town",85.68,203123,142.2,337
"137","Deoghar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3165223.45957447,"Town",85.68,203123,142.2,337
"138","Deoghar",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3762673.70638298,"Town",85.68,203123,142.2,337
"139","Deoghar",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17298241.2340426,"Town",85.68,203123,142.2,337
